model,lambda_ss,time,mean_front_distance
strong,0.6000,49,10.149129
strong,0.6000,50,10.149129
strong,0.6000,51,10.149129
strong,0.6000,52,10.149129
strong,0.6000,53,10.149129
strong,0.6000,54,10.149129
strong,0.6000,55,10.149129
strong,0.6000,56,10.149129
strong,0.6000,57,10.149129
strong,0.6000,58,10.149129
strong,0.6000,59,10.149129
strong,0.6000,60,10.149129
strong,0.6000,61,10.149129
strong,0.6000,62,10.149129
strong,0.6000,63,10.149129
strong,0.6000,64,10.149129
strong,0.6000,65,10.149129
strong,0.6000,66,10.149129
strong,0.6000,67,10.149129
strong,0.6000,68,10.149129
strong,0.6000,69,10.149129
strong,0.6000,70,10.149129
strong,0.6000,71,10.149129
strong,0.6000,72,10.149129
strong,0.6000,73,10.149129
strong,0.6000,74,10.149129
strong,0.6000,75,10.149129
strong,0.6000,76,10.149129
strong,0.6000,77,10.149129
strong,0.6000,78,10.149129
strong,0.6000,79,10.149129
strong,0.6000,80,10.149129
strong,0.6000,81,10.149129
strong,0.6000,82,10.149129
strong,0.6000,83,10.149129
strong,0.6000,84,10.149129
strong,0.6000,85,10.149129
strong,0.6000,86,10.149129
strong,0.6000,87,10.149129
strong,0.6000,88,10.149129
strong,0.6000,89,10.149129
strong,0.6000,90,10.149129
strong,0.6000,91,10.149129
strong,0.6000,92,10.149129
strong,0.6000,93,10.149129
strong,0.6000,94,10.149129
strong,0.6000,95,10.149129
strong,0.6000,96,10.149129
strong,0.6000,97,10.149129
strong,0.6000,98,10.149129
strong,0.6000,99,10.149129
strong,0.6000,100,10.149129
strong,0.6000,101,10.149129
strong,0.6000,102,10.149129
strong,0.6000,103,10.149129
strong,0.6000,104,10.149129
strong,0.6000,105,10.149129
strong,0.6000,106,10.149129
strong,0.6000,107,10.149129
strong,0.6000,108,10.149129
strong,0.6000,109,10.149129
strong,0.6000,110,10.149129
strong,0.6000,111,10.149129
strong,0.6000,112,10.149129
strong,0.6000,113,10.149129
strong,0.6000,114,10.149129
strong,0.6000,115,10.149129
strong,0.6000,116,10.149129
strong,0.6000,117,10.149129
strong,0.6000,118,10.149129
strong,0.6000,119,10.149129
strong,0.6000,120,10.149129
strong,0.6000,121,10.149129
strong,0.6000,122,10.149129
strong,0.6000,123,10.149129
strong,0.6000,124,10.149129
strong,0.6000,125,10.149129
strong,0.6000,126,10.149129
strong,0.6000,127,10.149129
strong,0.6000,128,10.149129
strong,0.6000,129,10.149129
strong,0.6000,130,10.149129
strong,0.6000,131,10.149129
strong,0.6000,132,10.149129
strong,0.6000,133,10.149129
strong,0.6000,134,10.149129
strong,0.6000,135,10.149129
strong,0.6000,136,10.149129
strong,0.6000,137,10.149129
strong,0.6000,138,10.149129
strong,0.6000,139,10.149129
strong,0.6000,140,10.149129
strong,0.6000,141,10.149129
strong,0.6000,142,10.149129
strong,0.6000,143,10.149129
strong,0.6000,144,10.149129
strong,0.6000,145,10.149129
strong,0.6000,146,10.149129
strong,0.6000,147,10.149129
strong,0.6000,148,10.149129
strong,0.6000,149,10.149129
strong,0.6000,150,10.149129
strong,0.6000,151,10.149129
strong,0.6000,152,10.149129
strong,0.6000,153,10.149129
strong,0.6000,154,10.149129
strong,0.6000,155,10.149129
strong,0.6000,156,10.149129
strong,0.6000,157,10.149129
strong,0.6000,158,10.149129
strong,0.6000,159,10.149129
strong,0.6000,160,10.149129
strong,0.6000,161,10.149129
strong,0.6000,162,10.149129
strong,0.6000,163,10.149129
strong,0.6000,164,10.149129
strong,0.6000,165,10.149129
strong,0.6000,166,10.149129
strong,0.6000,167,10.149129
strong,0.6000,168,10.149129
strong,0.6000,169,10.149129
strong,0.6000,170,10.149129
strong,0.6000,171,10.149129
strong,0.6000,172,10.149129
strong,0.6000,173,10.149129
strong,0.6000,174,10.149129
strong,0.6000,175,10.149129
strong,0.6000,176,10.149129
strong,0.6000,177,10.149129
strong,0.6000,178,10.149129
strong,0.6000,179,10.149129
strong,0.6000,180,10.149129
strong,0.6000,181,10.149129
strong,0.6000,182,10.149129
strong,0.6000,183,10.149129
strong,0.6000,184,10.149129
strong,0.6000,185,10.149129
strong,0.6000,186,10.149129
strong,0.6000,187,10.149129
strong,0.6000,188,10.149129
strong,0.6000,189,10.149129
strong,0.6000,190,10.149129
strong,0.6000,191,10.149129
strong,0.6000,192,10.149129
strong,0.6000,193,10.149129
strong,0.6000,194,10.149129
strong,0.6000,195,10.149129
strong,0.6000,196,10.149129
strong,0.6000,197,10.149129
strong,0.6000,198,10.149129
strong,0.6000,199,10.149129
strong,0.6000,200,10.149129
strong,0.8000,0,0.000000
strong,0.8000,1,0.842080
strong,0.8000,2,1.673813
strong,0.8000,3,2.505234
strong,0.8000,4,3.334332
strong,0.8000,5,4.162133
strong,0.8000,6,4.975675
strong,0.8000,7,5.769946
strong,0.8000,8,6.563729
strong,0.8000,9,7.361906
strong,0.8000,10,8.159734
strong,0.8000,11,8.960119
strong,0.8000,12,9.707835
strong,0.8000,13,10.310443
strong,0.8000,14,10.551990
strong,0.8000,15,10.574800
strong,0.8000,16,10.575202
strong,0.8000,17,10.575202
strong,0.8000,18,10.575202
strong,0.8000,19,10.575202
strong,0.8000,20,10.575202
strong,0.8000,21,10.575202
strong,0.8000,22,10.575202
strong,0.8000,23,10.575202
strong,0.8000,24,10.575202
strong,0.8000,25,10.575202
strong,0.8000,26,10.575202
strong,0.8000,27,10.575202
strong,0.8000,28,10.575202
strong,0.8000,29,10.575202
strong,0.8000,30,10.575202
strong,0.8000,31,10.575202
strong,0.8000,32,10.575202
strong,0.8000,33,10.575202
strong,0.8000,34,10.575202
strong,0.8000,35,10.575202
strong,0.8000,36,10.575202
strong,0.8000,37,10.575202
strong,0.8000,38,10.575202
strong,0.8000,39,10.575202
strong,0.8000,40,10.575202
strong,0.8000,41,10.575202
strong,0.8000,42,10.575202
strong,0.8000,43,10.575202
strong,0.8000,44,10.575202
strong,0.8000,45,10.575202
strong,0.8000,46,10.575202
strong,0.8000,47,10.575202
strong,0.8000,48,10.575202
strong,0.8000,49,10.575202
strong,0.8000,50,10.575202
strong,0.8000,51,10.575202
strong,0.8000,52,10.575202
strong,0.8000,53,10.575202
strong,0.8000,54,10.575202
strong,0.8000,55,10.575202
strong,0.8000,56,10.575202
strong,0.8000,57,10.575202
strong,0.8000,58,10.575202
strong,0.8000,59,10.575202
strong,0.8000,60,10.575202
strong,0.8000,61,10.575202
strong,0.8000,62,10.575202
strong,0.8000,63,10.575202
strong,0.8000,64,10.575202
strong,0.8000,65,10.575202
strong,0.8000,66,10.575202
strong,0.8000,67,10.575202
strong,0.8000,68,10.575202
strong,0.8000,69,10.575202
strong,0.8000,70,10.575202
strong,0.8000,71,10.575202
strong,0.8000,72,10.575202
strong,0.8000,73,10.575202
strong,0.8000,74,10.575202
strong,0.8000,75,10.575202
strong,0.8000,76,10.575202
strong,0.8000,77,10.575202
strong,0.8000,78,10.575202
strong,0.8000,79,10.575202
strong,0.8000,80,10.575202
strong,0.8000,81,10.575202
strong,0.8000,82,10.575202
strong,0.8000,83,10.575202
strong,0.8000,84,10.575202
strong,0.8000,85,10.575202
strong,0.8000,86,10.575202
strong,0.8000,87,10.575202
strong,0.8000,88,10.575202
strong,0.8000,89,10.575202
strong,0.8000,90,10.575202
strong,0.8000,91,10.575202
strong,0.8000,92,10.575202
strong,0.8000,93,10.575202
strong,0.8000,94,10.575202
strong,0.8000,95,10.575202
strong,0.8000,96,10.575202
strong,0.8000,97,10.575202
strong,0.8000,98,10.575202
strong,0.8000,99,10.575202
strong,0.8000,100,10.575202
strong,0.8000,101,10.575202
strong,0.8000,102,10.575202
strong,0.8000,103,10.575202
strong,0.8000,104,10.575202
strong,0.8000,105,10.575202
strong,0.8000,106,10.575202
strong,0.8000,107,10.575202
strong,0.8000,108,10.575202
strong,0.8000,109,10.575202
strong,0.8000,110,10.575202
strong,0.8000,111,10.575202
strong,0.8000,112,10.575202
strong,0.8000,113,10.575202
strong,0.8000,114,10.575202
strong,0.8000,115,10.575202
strong,0.8000,116,10.575202
strong,0.8000,117,10.575202
strong,0.8000,118,10.575202
strong,0.8000,119,10.575202
strong,0.8000,120,10.575202
strong,0.8000,121,10.575202
strong,0.8000,122,10.575202
strong,0.8000,123,10.575202
strong,0.8000,124,10.575202
strong,0.8000,125,10.575202
strong,0.8000,126,10.575202
strong,0.8000,127,10.575202
strong,0.8000,128,10.575202
strong,0.8000,129,10.575202
strong,0.8000,130,10.575202
strong,0.8000,131,10.575202
strong,0.8000,132,10.575202
strong,0.8000,133,10.575202
strong,0.8000,134,10.575202
strong,0.8000,135,10.575202
strong,0.8000,136,10.575202
strong,0.8000,137,10.575202
strong,0.8000,138,10.575202
strong,0.8000,139,10.575202
strong,0.8000,140,10.575202
strong,0.8000,141,10.575202
strong,0.8000,142,10.575202
strong,0.8000,143,10.575202
strong,0.8000,144,10.575202
strong,0.8000,145,10.575202
strong,0.8000,146,10.575202
strong,0.8000,147,10.575202
strong,0.8000,148,10.575202
strong,0.8000,149,10.575202
strong,0.8000,150,10.575202
strong,0.8000,151,10.575202
strong,0.8000,152,10.575202
strong,0.8000,153,10.575202
strong,0.8000,154,10.575202
strong,0.8000,155,10.575202
strong,0.8000,156,10.575202
strong,0.8000,157,10.575202
strong,0.8000,158,10.575202
strong,0.8000,159,10.575202
strong,0.8000,160,10.575202
strong,0.8000,161,10.575202
strong,0.8000,162,10.575202
strong,0.8000,163,10.575202
strong,0.8000,164,10.575202
strong,0.8000,165,10.575202
strong,0.8000,166,10.575202
strong,0.8000,167,10.575202
strong,0.8000,168,10.575202
strong,0.8000,169,10.575202
strong,0.8000,170,10.575202
strong,0.8000,171,10.575202
strong,0.8000,172,10.575202
strong,0.8000,173,10.575202
strong,0.8000,174,10.575202
strong,0.8000,175,10.575202
strong,0.8000,176,10.575202
strong,0.8000,177,10.575202
strong,0.8000,178,10.575202
strong,0.8000,179,10.575202
strong,0.8000,180,10.575202
strong,0.8000,181,10.575202
strong,0.8000,182,10.575202
strong,0.8000,183,10.575202
strong,0.8000,184,10.575202
strong,0.8000,185,10.575202
strong,0.8000,186,10.575202
strong,0.8000,187,10.575202
strong,0.8000,188,10.575202
strong,0.8000,189,10.575202
strong,0.8000,190,10.575202
strong,0.8000,191,10.575202
strong,0.8000,192,10.575202
strong,0.8000,193,10.575202
strong,0.8000,194,10.575202
strong,0.8000,195,10.575202
strong,0.8000,196,10.575202
strong,0.8000,197,10.575202
strong,0.8000,198,10.575202
strong,0.8000,199,10.575202
strong,0.8000,200,10.575202
strong,1.0000,0,0.000000
strong,1.0000,1,0.947473
strong,1.0000,2,1.842617
strong,1.0000,3,2.726709
strong,1.0000,4,3.606636
strong,1.0000,5,4.482638
strong,1.0000,6,5.341051
strong,1.0000,7,6.184399
strong,1.0000,8,7.029303
strong,1.0000,9,7.878474
strong,1.0000,10,8.727734
strong,1.0000,11,9.584410
strong,1.0000,12,10.338875
strong,1.0000,13,10.886402
strong,1.0000,14,10.956862
strong,1.0000,15,10.956862
strong,1.0000,16,10.956862
strong,1.0000,17,10.956862
strong,1.0000,18,10.956862
strong,1.0000,19,10.956862
strong,1.0000,20,10.956862
strong,1.0000,21,10.956862
strong,1.0000,22,10.956862
strong,1.0000,23,10.956862
strong,1.0000,24,10.956862
strong,1.0000,25,10.956862
strong,1.0000,26,10.956862
strong,1.0000,27,10.956862
strong,1.0000,28,10.956862
strong,1.0000,29,10.956862
strong,1.0000,30,10.956862
strong,1.0000,31,10.956862
strong,1.0000,32,10.956862
strong,1.0000,33,10.956862
strong,1.0000,34,10.956862
strong,1.0000,35,10.956862
strong,1.0000,36,10.956862
strong,1.0000,37,10.956862
strong,1.0000,38,10.956862
strong,1.0000,39,10.956862
strong,1.0000,40,10.956862
strong,1.0000,41,10.956862
strong,1.0000,42,10.956862
strong,1.0000,43,10.956862
strong,1.0000,44,10.956862
strong,1.0000,45,10.956862
strong,1.0000,46,10.956862
strong,1.0000,47,10.956862
strong,1.0000,48,10.956862
strong,1.0000,49,10.956862
strong,1.0000,50,10.956862
strong,1.0000,51,10.956862
strong,1.0000,52,10.956862
strong,1.0000,53,10.956862
strong,1.0000,54,10.956862
strong,1.0000,55,10.956862
strong,1.0000,56,10.956862
strong,1.0000,57,10.956862
strong,1.0000,58,10.956862
strong,1.0000,59,10.956862
strong,1.0000,60,10.956862
strong,1.0000,61,10.956862
strong,1.0000,62,10.956862
strong,1.0000,63,10.956862
strong,1.0000,64,10.956862
strong,1.0000,65,10.956862
strong,1.0000,66,10.956862
strong,1.0000,67,10.956862
strong,1.0000,68,10.956862
strong,1.0000,69,10.956862
strong,1.0000,70,10.956862
strong,1.0000,71,10.956862
strong,1.0000,72,10.956862
strong,1.0000,73,10.956862
strong,1.0000,74,10.956862
strong,1.0000,75,10.956862
strong,1.0000,76,10.956862
strong,1.0000,77,10.956862
strong,1.0000,78,10.956862
strong,1.0000,79,10.956862
strong,1.0000,80,10.956862
strong,1.0000,81,10.956862
strong,1.0000,82,10.956862
strong,1.0000,83,10.956862
strong,1.0000,84,10.956862
strong,1.0000,85,10.956862
strong,1.0000,86,10.956862
strong,1.0000,87,10.956862
strong,1.0000,88,10.956862
strong,1.0000,89,10.956862
strong,1.0000,90,10.956862
strong,1.0000,91,10.956862
strong,1.0000,92,10.956862
strong,1.0000,93,10.956862
strong,1.0000,94,10.956862
strong,1.0000,95,10.956862
strong,1.0000,96,10.956862
strong,1.0000,97,10.956862
strong,1.0000,98,10.956862
strong,1.0000,99,10.956862
strong,1.0000,100,10.956862
strong,1.0000,101,10.956862
strong,1.0000,102,10.956862
strong,1.0000,103,10.956862
strong,1.0000,104,10.956862
strong,1.0000,105,10.956862
strong,1.0000,106,10.956862
strong,1.0000,107,10.956862
strong,1.0000,108,10.956862
strong,1.0000,109,10.956862
strong,1.0000,110,10.956862
strong,1.0000,111,10.956862
strong,1.0000,112,10.956862
strong,1.0000,113,10.956862
strong,1.0000,114,10.956862
strong,1.0000,115,10.956862
strong,1.0000,116,10.956862
strong,1.0000,117,10.956862
strong,1.0000,118,10.956862
strong,1.0000,119,10.956862
strong,1.0000,120,10.956862
strong,1.0000,121,10.956862
strong,1.0000,122,10.956862
strong,1.0000,123,10.956862
strong,1.0000,124,10.956862
strong,1.0000,125,10.956862
strong,1.0000,126,10.956862
strong,1.0000,127,10.956862
strong,1.0000,128,10.956862
strong,1.0000,129,10.956862
strong,1.0000,130,10.956862
strong,1.0000,131,10.956862
strong,1.0000,132,10.956862
strong,1.0000,133,10.956862
strong,1.0000,134,10.956862
strong,1.0000,135,10.956862
strong,1.0000,136,10.956862
strong,1.0000,137,10.956862
strong,1.0000,138,10.956862
strong,1.0000,139,10.956862
strong,1.0000,140,10.956862
strong,1.0000,141,10.956862
strong,1.0000,142,10.956862
strong,1.0000,143,10.956862
strong,1.0000,144,10.956862
strong,1.0000,145,10.956862
strong,1.0000,146,10.956862
strong,1.0000,147,10.956862
strong,1.0000,148,10.956862
strong,1.0000,149,10.956862
strong,1.0000,150,10.956862
strong,1.0000,151,10.956862
strong,1.0000,152,10.956862
strong,1.0000,153,10.956862
strong,1.0000,154,10.956862
strong,1.0000,155,10.956862
strong,1.0000,156,10.956862
strong,1.0000,157,10.956862
strong,1.0000,158,10.956862
strong,1.0000,159,10.956862
strong,1.0000,160,10.956862
strong,1.0000,161,10.956862
strong,1.0000,162,10.956862
strong,1.0000,163,10.956862
strong,1.0000,164,10.956862
strong,1.0000,165,10.956862
strong,1.0000,166,10.956862
strong,1.0000,167,10.956862
strong,1.0000,168,10.956862
strong,1.0000,169,10.956862
strong,1.0000,170,10.956862
strong,1.0000,171,10.956862
strong,1.0000,172,10.956862
strong,1.0000,173,10.956862
strong,1.0000,174,10.956862
strong,1.0000,175,10.956862
strong,1.0000,176,10.956862
strong,1.0000,177,10.956862
strong,1.0000,178,10.956862
strong,1.0000,179,10.956862
strong,1.0000,180,10.956862
strong,1.0000,181,10.956862
strong,1.0000,182,10.956862
strong,1.0000,183,10.956862
strong,1.0000,184,10.956862
strong,1.0000,185,10.956862
strong,1.0000,186,10.956862
strong,1.0000,187,10.956862
strong,1.0000,188,10.956862
strong,1.0000,189,10.956862
strong,1.0000,190,10.956862
strong,1.0000,191,10.956862
strong,1.0000,192,10.956862
strong,1.0000,193,10.956862
strong,1.0000,194,10.956862
strong,1.0000,195,10.956862
strong,1.0000,196,10.956862
strong,1.0000,197,10.956862
strong,1.0000,198,10.956862
strong,1.0000,199,10.956862
strong,1.0000,200,10.956862
