model,lambda_ss,time,mean_front_distance
hub,0.8000,122,10.575202
hub,0.8000,123,10.575202
hub,0.8000,124,10.575202
hub,0.8000,125,10.575202
hub,0.8000,126,10.575202
hub,0.8000,127,10.575202
hub,0.8000,128,10.575202
hub,0.8000,129,10.575202
hub,0.8000,130,10.575202
hub,0.8000,131,10.575202
hub,0.8000,132,10.575202
hub,0.8000,133,10.575202
hub,0.8000,134,10.575202
hub,0.8000,135,10.575202
hub,0.8000,136,10.575202
hub,0.8000,137,10.575202
hub,0.8000,138,10.575202
hub,0.8000,139,10.575202
hub,0.8000,140,10.575202
hub,0.8000,141,10.575202
hub,0.8000,142,10.575202
hub,0.8000,143,10.575202
hub,0.8000,144,10.575202
hub,0.8000,145,10.575202
hub,0.8000,146,10.575202
hub,0.8000,147,10.575202
hub,0.8000,148,10.575202
hub,0.8000,149,10.575202
hub,0.8000,150,10.575202
hub,0.8000,151,10.575202
hub,0.8000,152,10.575202
hub,0.8000,153,10.575202
hub,0.8000,154,10.575202
hub,0.8000,155,10.575202
hub,0.8000,156,10.575202
hub,0.8000,157,10.575202
hub,0.8000,158,10.575202
hub,0.8000,159,10.575202
hub,0.8000,160,10.575202
hub,0.8000,161,10.575202
hub,0.8000,162,10.575202
hub,0.8000,163,10.575202
hub,0.8000,164,10.575202
hub,0.8000,165,10.575202
hub,0.8000,166,10.575202
hub,0.8000,167,10.575202
hub,0.8000,168,10.575202
hub,0.8000,169,10.575202
hub,0.8000,170,10.575202
hub,0.8000,171,10.575202
hub,0.8000,172,10.575202
hub,0.8000,173,10.575202
hub,0.8000,174,10.575202
hub,0.8000,175,10.575202
hub,0.8000,176,10.575202
hub,0.8000,177,10.575202
hub,0.8000,178,10.575202
hub,0.8000,179,10.575202
hub,0.8000,180,10.575202
hub,0.8000,181,10.575202
hub,0.8000,182,10.575202
hub,0.8000,183,10.575202
hub,0.8000,184,10.575202
hub,0.8000,185,10.575202
hub,0.8000,186,10.575202
hub,0.8000,187,10.575202
hub,0.8000,188,10.575202
hub,0.8000,189,10.575202
hub,0.8000,190,10.575202
hub,0.8000,191,10.575202
hub,0.8000,192,10.575202
hub,0.8000,193,10.575202
hub,0.8000,194,10.575202
hub,0.8000,195,10.575202
hub,0.8000,196,10.575202
hub,0.8000,197,10.575202
hub,0.8000,198,10.575202
hub,0.8000,199,10.575202
hub,0.8000,200,10.575202
hub,1.0000,0,0.000000
hub,1.0000,1,1.751877
hub,1.0000,2,3.369781
hub,1.0000,3,5.002729
hub,1.0000,4,6.528031
hub,1.0000,5,8.094253
hub,1.0000,6,9.636135
hub,1.0000,7,10.717041
hub,1.0000,8,10.954823
hub,1.0000,9,10.956862
hub,1.0000,10,10.956862
hub,1.0000,11,10.956862
hub,1.0000,12,10.956862
hub,1.0000,13,10.956862
hub,1.0000,14,10.956862
hub,1.0000,15,10.956862
hub,1.0000,16,10.956862
hub,1.0000,17,10.956862
hub,1.0000,18,10.956862
hub,1.0000,19,10.956862
hub,1.0000,20,10.956862
hub,1.0000,21,10.956862
hub,1.0000,22,10.956862
hub,1.0000,23,10.956862
hub,1.0000,24,10.956862
hub,1.0000,25,10.956862
hub,1.0000,26,10.956862
hub,1.0000,27,10.956862
hub,1.0000,28,10.956862
hub,1.0000,29,10.956862
hub,1.0000,30,10.956862
hub,1.0000,31,10.956862
hub,1.0000,32,10.956862
hub,1.0000,33,10.956862
hub,1.0000,34,10.956862
hub,1.0000,35,10.956862
hub,1.0000,36,10.956862
hub,1.0000,37,10.956862
hub,1.0000,38,10.956862
hub,1.0000,39,10.956862
hub,1.0000,40,10.956862
hub,1.0000,41,10.956862
hub,1.0000,42,10.956862
hub,1.0000,43,10.956862
hub,1.0000,44,10.956862
hub,1.0000,45,10.956862
hub,1.0000,46,10.956862
hub,1.0000,47,10.956862
hub,1.0000,48,10.956862
hub,1.0000,49,10.956862
hub,1.0000,50,10.956862
hub,1.0000,51,10.956862
hub,1.0000,52,10.956862
hub,1.0000,53,10.956862
hub,1.0000,54,10.956862
hub,1.0000,55,10.956862
hub,1.0000,56,10.956862
hub,1.0000,57,10.956862
hub,1.0000,58,10.956862
hub,1.0000,59,10.956862
hub,1.0000,60,10.956862
hub,1.0000,61,10.956862
hub,1.0000,62,10.956862
hub,1.0000,63,10.956862
hub,1.0000,64,10.956862
hub,1.0000,65,10.956862
hub,1.0000,66,10.956862
hub,1.0000,67,10.956862
hub,1.0000,68,10.956862
hub,1.0000,69,10.956862
hub,1.0000,70,10.956862
hub,1.0000,71,10.956862
hub,1.0000,72,10.956862
hub,1.0000,73,10.956862
hub,1.0000,74,10.956862
hub,1.0000,75,10.956862
hub,1.0000,76,10.956862
hub,1.0000,77,10.956862
hub,1.0000,78,10.956862
hub,1.0000,79,10.956862
hub,1.0000,80,10.956862
hub,1.0000,81,10.956862
hub,1.0000,82,10.956862
hub,1.0000,83,10.956862
hub,1.0000,84,10.956862
hub,1.0000,85,10.956862
hub,1.0000,86,10.956862
hub,1.0000,87,10.956862
hub,1.0000,88,10.956862
hub,1.0000,89,10.956862
hub,1.0000,90,10.956862
hub,1.0000,91,10.956862
hub,1.0000,92,10.956862
hub,1.0000,93,10.956862
hub,1.0000,94,10.956862
hub,1.0000,95,10.956862
hub,1.0000,96,10.956862
hub,1.0000,97,10.956862
hub,1.0000,98,10.956862
hub,1.0000,99,10.956862
hub,1.0000,100,10.956862
hub,1.0000,101,10.956862
hub,1.0000,102,10.956862
hub,1.0000,103,10.956862
hub,1.0000,104,10.956862
hub,1.0000,105,10.956862
hub,1.0000,106,10.956862
hub,1.0000,107,10.956862
hub,1.0000,108,10.956862
hub,1.0000,109,10.956862
hub,1.0000,110,10.956862
hub,1.0000,111,10.956862
hub,1.0000,112,10.956862
hub,1.0000,113,10.956862
hub,1.0000,114,10.956862
hub,1.0000,115,10.956862
hub,1.0000,116,10.956862
hub,1.0000,117,10.956862
hub,1.0000,118,10.956862
hub,1.0000,119,10.956862
hub,1.0000,120,10.956862
hub,1.0000,121,10.956862
hub,1.0000,122,10.956862
hub,1.0000,123,10.956862
hub,1.0000,124,10.956862
hub,1.0000,125,10.956862
hub,1.0000,126,10.956862
hub,1.0000,127,10.956862
hub,1.0000,128,10.956862
hub,1.0000,129,10.956862
hub,1.0000,130,10.956862
hub,1.0000,131,10.956862
hub,1.0000,132,10.956862
hub,1.0000,133,10.956862
hub,1.0000,134,10.956862
hub,1.0000,135,10.956862
hub,1.0000,136,10.956862
hub,1.0000,137,10.956862
hub,1.0000,138,10.956862
hub,1.0000,139,10.956862
hub,1.0000,140,10.956862
hub,1.0000,141,10.956862
hub,1.0000,142,10.956862
hub,1.0000,143,10.956862
hub,1.0000,144,10.956862
hub,1.0000,145,10.956862
hub,1.0000,146,10.956862
hub,1.0000,147,10.956862
hub,1.0000,148,10.956862
hub,1.0000,149,10.956862
hub,1.0000,150,10.956862
hub,1.0000,151,10.956862
hub,1.0000,152,10.956862
hub,1.0000,153,10.956862
hub,1.0000,154,10.956862
hub,1.0000,155,10.956862
hub,1.0000,156,10.956862
hub,1.0000,157,10.956862
hub,1.0000,158,10.956862
hub,1.0000,159,10.956862
hub,1.0000,160,10.956862
hub,1.0000,161,10.956862
hub,1.0000,162,10.956862
hub,1.0000,163,10.956862
hub,1.0000,164,10.956862
hub,1.0000,165,10.956862
hub,1.0000,166,10.956862
hub,1.0000,167,10.956862
hub,1.0000,168,10.956862
hub,1.0000,169,10.956862
hub,1.0000,170,10.956862
hub,1.0000,171,10.956862
hub,1.0000,172,10.956862
hub,1.0000,173,10.956862
hub,1.0000,174,10.956862
hub,1.0000,175,10.956862
hub,1.0000,176,10.956862
hub,1.0000,177,10.956862
hub,1.0000,178,10.956862
hub,1.0000,179,10.956862
hub,1.0000,180,10.956862
hub,1.0000,181,10.956862
hub,1.0000,182,10.956862
hub,1.0000,183,10.956862
hub,1.0000,184,10.956862
hub,1.0000,185,10.956862
hub,1.0000,186,10.956862
hub,1.0000,187,10.956862
hub,1.0000,188,10.956862
hub,1.0000,189,10.956862
hub,1.0000,190,10.956862
hub,1.0000,191,10.956862
hub,1.0000,192,10.956862
hub,1.0000,193,10.956862
hub,1.0000,194,10.956862
hub,1.0000,195,10.956862
hub,1.0000,196,10.956862
hub,1.0000,197,10.956862
hub,1.0000,198,10.956862
hub,1.0000,199,10.956862
hub,1.0000,200,10.956862
strong,0.0000,0,0.000000
strong,0.0000,1,0.401875
strong,0.0000,2,0.705267
strong,0.0000,3,0.971176
strong,0.0000,4,1.231012
strong,0.0000,5,1.481789
strong,0.0000,6,1.713530
strong,0.0000,7,1.937883
strong,0.0000,8,2.159308
strong,0.0000,9,2.379122
strong,0.0000,10,2.590212
strong,0.0000,11,2.801136
strong,0.0000,12,3.001562
strong,0.0000,13,3.193222
strong,0.0000,14,3.376064
strong,0.0000,15,3.564447
strong,0.0000,16,3.754688
strong,0.0000,17,3.927400
strong,0.0000,18,4.103187
strong,0.0000,19,4.274065
strong,0.0000,20,4.441028
strong,0.0000,21,4.603350
strong,0.0000,22,4.773564
strong,0.0000,23,4.939609
strong,0.0000,24,5.105738
strong,0.0000,25,5.256666
strong,0.0000,26,5.407825
strong,0.0000,27,5.549844
strong,0.0000,28,5.677207
strong,0.0000,29,5.787607
strong,0.0000,30,5.888917
strong,0.0000,31,5.975127
strong,0.0000,32,6.054406
strong,0.0000,33,6.123527
strong,0.0000,34,6.175678
strong,0.0000,35,6.223246
strong,0.0000,36,6.262703
strong,0.0000,37,6.294160
strong,0.0000,38,6.318703
strong,0.0000,39,6.336409
strong,0.0000,40,6.352944
strong,0.0000,41,6.367412
strong,0.0000,42,6.379447
strong,0.0000,43,6.389082
strong,0.0000,44,6.394962
strong,0.0000,45,6.401049
strong,0.0000,46,6.405351
strong,0.0000,47,6.409844
strong,0.0000,48,6.411478
strong,0.0000,49,6.413944
strong,0.0000,50,6.416902
strong,0.0000,51,6.420584
strong,0.0000,52,6.422257
strong,0.0000,53,6.423772
strong,0.0000,54,6.425339
strong,0.0000,55,6.426385
strong,0.0000,56,6.427406
strong,0.0000,57,6.427981
strong,0.0000,58,6.428009
strong,0.0000,59,6.428557
strong,0.0000,60,6.428917
strong,0.0000,61,6.429475
strong,0.0000,62,6.429874
strong,0.0000,63,6.430381
strong,0.0000,64,6.430881
strong,0.0000,65,6.431090
strong,0.0000,66,6.431220
strong,0.0000,67,6.431490
strong,0.0000,68,6.431678
strong,0.0000,69,6.432049
strong,0.0000,70,6.432260
strong,0.0000,71,6.432260
strong,0.0000,72,6.432260
strong,0.0000,73,6.432260
strong,0.0000,74,6.432260
strong,0.0000,75,6.432260
strong,0.0000,76,6.432260
strong,0.0000,77,6.432260
strong,0.0000,78,6.432260
strong,0.0000,79,6.432260
strong,0.0000,80,6.432260
strong,0.0000,81,6.432260
strong,0.0000,82,6.432260
strong,0.0000,83,6.432260
strong,0.0000,84,6.432260
strong,0.0000,85,6.432260
strong,0.0000,86,6.432260
strong,0.0000,87,6.432260
strong,0.0000,88,6.432260
strong,0.0000,89,6.432260
strong,0.0000,90,6.432260
strong,0.0000,91,6.432260
strong,0.0000,92,6.432260
strong,0.0000,93,6.432260
strong,0.0000,94,6.432260
strong,0.0000,95,6.432260
strong,0.0000,96,6.432260
strong,0.0000,97,6.432260
strong,0.0000,98,6.432260
strong,0.0000,99,6.432260
strong,0.0000,100,6.432260
strong,0.0000,101,6.432260
strong,0.0000,102,6.432260
strong,0.0000,103,6.432260
strong,0.0000,104,6.432260
strong,0.0000,105,6.432260
strong,0.0000,106,6.432260
strong,0.0000,107,6.432260
strong,0.0000,108,6.432260
strong,0.0000,109,6.432260
strong,0.0000,110,6.432260
strong,0.0000,111,6.432260
strong,0.0000,112,6.432260
strong,0.0000,113,6.432260
strong,0.0000,114,6.432260
strong,0.0000,115,6.432260
strong,0.0000,116,6.432260
strong,0.0000,117,6.432260
strong,0.0000,118,6.432260
strong,0.0000,119,6.432260
strong,0.0000,120,6.432260
strong,0.0000,121,6.432260
strong,0.0000,122,6.432260
strong,0.0000,123,6.432260
strong,0.0000,124,6.432260
strong,0.0000,125,6.432260
strong,0.0000,126,6.432260
strong,0.0000,127,6.432260
strong,0.0000,128,6.432260
strong,0.0000,129,6.432260
strong,0.0000,130,6.432260
strong,0.0000,131,6.432260
strong,0.0000,132,6.432260
strong,0.0000,133,6.432260
strong,0.0000,134,6.432260
strong,0.0000,135,6.432260
strong,0.0000,136,6.432260
strong,0.0000,137,6.432260
strong,0.0000,138,6.432260
strong,0.0000,139,6.432260
strong,0.0000,140,6.432260
strong,0.0000,141,6.432260
strong,0.0000,142,6.432260
strong,0.0000,143,6.432260
strong,0.0000,144,6.432260
strong,0.0000,145,6.432260
strong,0.0000,146,6.432260
strong,0.0000,147,6.432260
strong,0.0000,148,6.432260
strong,0.0000,149,6.432260
strong,0.0000,150,6.432260
strong,0.0000,151,6.432260
strong,0.0000,152,6.432260
strong,0.0000,153,6.432260
strong,0.0000,154,6.432260
strong,0.0000,155,6.432260
strong,0.0000,156,6.432260
strong,0.0000,157,6.432260
strong,0.0000,158,6.432260
strong,0.0000,159,6.432260
strong,0.0000,160,6.432260
strong,0.0000,161,6.432260
strong,0.0000,162,6.432260
strong,0.0000,163,6.432260
strong,0.0000,164,6.432260
strong,0.0000,165,6.432260
strong,0.0000,166,6.432260
strong,0.0000,167,6.432260
strong,0.0000,168,6.432260
strong,0.0000,169,6.432260
strong,0.0000,170,6.432260
strong,0.0000,171,6.432260
strong,0.0000,172,6.432260
strong,0.0000,173,6.432260
strong,0.0000,174,6.432260
strong,0.0000,175,6.432260
strong,0.0000,176,6.432260
strong,0.0000,177,6.432260
strong,0.0000,178,6.432260
strong,0.0000,179,6.432260
strong,0.0000,180,6.432260
strong,0.0000,181,6.432260
strong,0.0000,182,6.432260
strong,0.0000,183,6.432260
strong,0.0000,184,6.432260
strong,0.0000,185,6.432260
strong,0.0000,186,6.432260
strong,0.0000,187,6.432260
strong,0.0000,188,6.432260
strong,0.0000,189,6.432260
strong,0.0000,190,6.432260
strong,0.0000,191,6.432260
strong,0.0000,192,6.432260
strong,0.0000,193,6.432260
strong,0.0000,194,6.432260
strong,0.0000,195,6.432260
strong,0.0000,196,6.432260
strong,0.0000,197,6.432260
strong,0.0000,198,6.432260
strong,0.0000,199,6.432260
strong,0.0000,200,6.432260
strong,0.2000,0,0.000000
strong,0.2000,1,0.501240
strong,0.2000,2,0.951626
strong,0.2000,3,1.415779
strong,0.2000,4,1.887792
strong,0.2000,5,2.379929
strong,0.2000,6,2.866319
strong,0.2000,7,3.350870
strong,0.2000,8,3.824054
strong,0.2000,9,4.285447
strong,0.2000,10,4.745453
strong,0.2000,11,5.200949
strong,0.2000,12,5.661532
strong,0.2000,13,6.116112
strong,0.2000,14,6.575749
strong,0.2000,15,7.026525
strong,0.2000,16,7.439119
strong,0.2000,17,7.791908
strong,0.2000,18,8.053518
strong,0.2000,19,8.225634
strong,0.2000,20,8.328011
strong,0.2000,21,8.382306
strong,0.2000,22,8.402763
strong,0.2000,23,8.412994
strong,0.2000,24,8.418568
strong,0.2000,25,8.419874
strong,0.2000,26,8.420247
strong,0.2000,27,8.420320
strong,0.2000,28,8.420320
strong,0.2000,29,8.420320
strong,0.2000,30,8.420320
strong,0.2000,31,8.420320
strong,0.2000,32,8.420320
strong,0.2000,33,8.420320
strong,0.2000,34,8.420320
strong,0.2000,35,8.420320
strong,0.2000,36,8.420320
strong,0.2000,37,8.420320
strong,0.2000,38,8.420320
strong,0.2000,39,8.420320
strong,0.2000,40,8.420320
strong,0.2000,41,8.420320
strong,0.2000,42,8.420320
strong,0.2000,43,8.420320
strong,0.2000,44,8.420320
strong,0.2000,45,8.420320
strong,0.2000,46,8.420320
strong,0.2000,47,8.420320
strong,0.2000,48,8.420320
strong,0.2000,49,8.420320
strong,0.2000,50,8.420320
strong,0.2000,51,8.420320
strong,0.2000,52,8.420320
strong,0.2000,53,8.420320
strong,0.2000,54,8.420320
strong,0.2000,55,8.420320
strong,0.2000,56,8.420320
strong,0.2000,57,8.420320
strong,0.2000,58,8.420320
strong,0.2000,59,8.420320
strong,0.2000,60,8.420320
strong,0.2000,61,8.420320
strong,0.2000,62,8.420320
strong,0.2000,63,8.420320
strong,0.2000,64,8.420320
strong,0.2000,65,8.420320
strong,0.2000,66,8.420320
strong,0.2000,67,8.420320
strong,0.2000,68,8.420320
strong,0.2000,69,8.420320
strong,0.2000,70,8.420320
strong,0.2000,71,8.420320
strong,0.2000,72,8.420320
strong,0.2000,73,8.420320
strong,0.2000,74,8.420320
strong,0.2000,75,8.420320
strong,0.2000,76,8.420320
strong,0.2000,77,8.420320
strong,0.2000,78,8.420320
strong,0.2000,79,8.420320
strong,0.2000,80,8.420320
strong,0.2000,81,8.420320
strong,0.2000,82,8.420320
strong,0.2000,83,8.420320
strong,0.2000,84,8.420320
strong,0.2000,85,8.420320
strong,0.2000,86,8.420320
strong,0.2000,87,8.420320
strong,0.2000,88,8.420320
strong,0.2000,89,8.420320
strong,0.2000,90,8.420320
strong,0.2000,91,8.420320
strong,0.2000,92,8.420320
strong,0.2000,93,8.420320
strong,0.2000,94,8.420320
strong,0.2000,95,8.420320
strong,0.2000,96,8.420320
strong,0.2000,97,8.420320
strong,0.2000,98,8.420320
strong,0.2000,99,8.420320
strong,0.2000,100,8.420320
strong,0.2000,101,8.420320
strong,0.2000,102,8.420320
strong,0.2000,103,8.420320
strong,0.2000,104,8.420320
strong,0.2000,105,8.420320
strong,0.2000,106,8.420320
strong,0.2000,107,8.420320
strong,0.2000,108,8.420320
strong,0.2000,109,8.420320
strong,0.2000,110,8.420320
strong,0.2000,111,8.420320
strong,0.2000,112,8.420320
strong,0.2000,113,8.420320
strong,0.2000,114,8.420320
strong,0.2000,115,8.420320
strong,0.2000,116,8.420320
strong,0.2000,117,8.420320
strong,0.2000,118,8.420320
strong,0.2000,119,8.420320
strong,0.2000,120,8.420320
strong,0.2000,121,8.420320
strong,0.2000,122,8.420320
strong,0.2000,123,8.420320
strong,0.2000,124,8.420320
strong,0.2000,125,8.420320
strong,0.2000,126,8.420320
strong,0.2000,127,8.420320
strong,0.2000,128,8.420320
strong,0.2000,129,8.420320
strong,0.2000,130,8.420320
strong,0.2000,131,8.420320
strong,0.2000,132,8.420320
strong,0.2000,133,8.420320
strong,0.2000,134,8.420320
strong,0.2000,135,8.420320
strong,0.2000,136,8.420320
strong,0.2000,137,8.420320
strong,0.2000,138,8.420320
strong,0.2000,139,8.420320
strong,0.2000,140,8.420320
strong,0.2000,141,8.420320
strong,0.2000,142,8.420320
strong,0.2000,143,8.420320
strong,0.2000,144,8.420320
strong,0.2000,145,8.420320
strong,0.2000,146,8.420320
strong,0.2000,147,8.420320
strong,0.2000,148,8.420320
strong,0.2000,149,8.420320
strong,0.2000,150,8.420320
strong,0.2000,151,8.420320
strong,0.2000,152,8.420320
strong,0.2000,153,8.420320
strong,0.2000,154,8.420320
strong,0.2000,155,8.420320
strong,0.2000,156,8.420320
strong,0.2000,157,8.420320
strong,0.2000,158,8.420320
strong,0.2000,159,8.420320
strong,0.2000,160,8.420320
strong,0.2000,161,8.420320
strong,0.2000,162,8.420320
strong,0.2000,163,8.420320
strong,0.2000,164,8.420320
strong,0.2000,165,8.420320
strong,0.2000,166,8.420320
strong,0.2000,167,8.420320
strong,0.2000,168,8.420320
strong,0.2000,169,8.420320
strong,0.2000,170,8.420320
strong,0.2000,171,8.420320
strong,0.2000,172,8.420320
strong,0.2000,173,8.420320
strong,0.2000,174,8.420320
strong,0.2000,175,8.420320
strong,0.2000,176,8.420320
strong,0.2000,177,8.420320
strong,0.2000,178,8.420320
strong,0.2000,179,8.420320
strong,0.2000,180,8.420320
strong,0.2000,181,8.420320
strong,0.2000,182,8.420320
strong,0.2000,183,8.420320
strong,0.2000,184,8.420320
strong,0.2000,185,8.420320
strong,0.2000,186,8.420320
strong,0.2000,187,8.420320
strong,0.2000,188,8.420320
strong,0.2000,189,8.420320
strong,0.2000,190,8.420320
strong,0.2000,191,8.420320
strong,0.2000,192,8.420320
strong,0.2000,193,8.420320
strong,0.2000,194,8.420320
strong,0.2000,195,8.420320
strong,0.2000,196,8.420320
strong,0.2000,197,8.420320
strong,0.2000,198,8.420320
strong,0.2000,199,8.420320
strong,0.2000,200,8.420320
strong,0.4000,0,0.000000
strong,0.4000,1,0.603528
strong,0.4000,2,1.222189
strong,0.4000,3,1.857293
strong,0.4000,4,2.504480
strong,0.4000,5,3.158467
strong,0.4000,6,3.817459
strong,0.4000,7,4.457710
strong,0.4000,8,5.079597
strong,0.4000,9,5.695021
strong,0.4000,10,6.306675
strong,0.4000,11,6.920711
strong,0.4000,12,7.539946
strong,0.4000,13,8.140815
strong,0.4000,14,8.670988
strong,0.4000,15,9.057879
strong,0.4000,16,9.252828
strong,0.4000,17,9.309088
strong,0.4000,18,9.322386
strong,0.4000,19,9.327561
strong,0.4000,20,9.329582
strong,0.4000,21,9.329582
strong,0.4000,22,9.329582
strong,0.4000,23,9.329582
strong,0.4000,24,9.329582
strong,0.4000,25,9.329582
strong,0.4000,26,9.329582
strong,0.4000,27,9.329582
strong,0.4000,28,9.329582
strong,0.4000,29,9.329582
strong,0.4000,30,9.329582
strong,0.4000,31,9.329582
strong,0.4000,32,9.329582
strong,0.4000,33,9.329582
strong,0.4000,34,9.329582
strong,0.4000,35,9.329582
strong,0.4000,36,9.329582
strong,0.4000,37,9.329582
strong,0.4000,38,9.329582
strong,0.4000,39,9.329582
strong,0.4000,40,9.329582
strong,0.4000,41,9.329582
strong,0.4000,42,9.329582
strong,0.4000,43,9.329582
strong,0.4000,44,9.329582
strong,0.4000,45,9.329582
strong,0.4000,46,9.329582
strong,0.4000,47,9.329582
strong,0.4000,48,9.329582
strong,0.4000,49,9.329582
strong,0.4000,50,9.329582
strong,0.4000,51,9.329582
strong,0.4000,52,9.329582
strong,0.4000,53,9.329582
strong,0.4000,54,9.329582
strong,0.4000,55,9.329582
strong,0.4000,56,9.329582
strong,0.4000,57,9.329582
strong,0.4000,58,9.329582
strong,0.4000,59,9.329582
strong,0.4000,60,9.329582
strong,0.4000,61,9.329582
strong,0.4000,62,9.329582
strong,0.4000,63,9.329582
strong,0.4000,64,9.329582
strong,0.4000,65,9.329582
strong,0.4000,66,9.329582
strong,0.4000,67,9.329582
strong,0.4000,68,9.329582
strong,0.4000,69,9.329582
strong,0.4000,70,9.329582
strong,0.4000,71,9.329582
strong,0.4000,72,9.329582
strong,0.4000,73,9.329582
strong,0.4000,74,9.329582
strong,0.4000,75,9.329582
strong,0.4000,76,9.329582
strong,0.4000,77,9.329582
strong,0.4000,78,9.329582
strong,0.4000,79,9.329582
strong,0.4000,80,9.329582
strong,0.4000,81,9.329582
strong,0.4000,82,9.329582
strong,0.4000,83,9.329582
strong,0.4000,84,9.329582
strong,0.4000,85,9.329582
strong,0.4000,86,9.329582
strong,0.4000,87,9.329582
strong,0.4000,88,9.329582
strong,0.4000,89,9.329582
strong,0.4000,90,9.329582
strong,0.4000,91,9.329582
strong,0.4000,92,9.329582
strong,0.4000,93,9.329582
strong,0.4000,94,9.329582
strong,0.4000,95,9.329582
strong,0.4000,96,9.329582
strong,0.4000,97,9.329582
strong,0.4000,98,9.329582
strong,0.4000,99,9.329582
strong,0.4000,100,9.329582
strong,0.4000,101,9.329582
strong,0.4000,102,9.329582
strong,0.4000,103,9.329582
strong,0.4000,104,9.329582
strong,0.4000,105,9.329582
strong,0.4000,106,9.329582
strong,0.4000,107,9.329582
strong,0.4000,108,9.329582
strong,0.4000,109,9.329582
strong,0.4000,110,9.329582
strong,0.4000,111,9.329582
strong,0.4000,112,9.329582
strong,0.4000,113,9.329582
strong,0.4000,114,9.329582
strong,0.4000,115,9.329582
strong,0.4000,116,9.329582
strong,0.4000,117,9.329582
strong,0.4000,118,9.329582
strong,0.4000,119,9.329582
strong,0.4000,120,9.329582
strong,0.4000,121,9.329582
strong,0.4000,122,9.329582
strong,0.4000,123,9.329582
strong,0.4000,124,9.329582
strong,0.4000,125,9.329582
strong,0.4000,126,9.329582
strong,0.4000,127,9.329582
strong,0.4000,128,9.329582
strong,0.4000,129,9.329582
strong,0.4000,130,9.329582
strong,0.4000,131,9.329582
strong,0.4000,132,9.329582
strong,0.4000,133,9.329582
strong,0.4000,134,9.329582
strong,0.4000,135,9.329582
strong,0.4000,136,9.329582
strong,0.4000,137,9.329582
strong,0.4000,138,9.329582
strong,0.4000,139,9.329582
strong,0.4000,140,9.329582
strong,0.4000,141,9.329582
strong,0.4000,142,9.329582
strong,0.4000,143,9.329582
strong,0.4000,144,9.329582
strong,0.4000,145,9.329582
strong,0.4000,146,9.329582
strong,0.4000,147,9.329582
strong,0.4000,148,9.329582
strong,0.4000,149,9.329582
strong,0.4000,150,9.329582
strong,0.4000,151,9.329582
strong,0.4000,152,9.329582
strong,0.4000,153,9.329582
strong,0.4000,154,9.329582
strong,0.4000,155,9.329582
strong,0.4000,156,9.329582
strong,0.4000,157,9.329582
strong,0.4000,158,9.329582
strong,0.4000,159,9.329582
strong,0.4000,160,9.329582
strong,0.4000,161,9.329582
strong,0.4000,162,9.329582
strong,0.4000,163,9.329582
strong,0.4000,164,9.329582
strong,0.4000,165,9.329582
strong,0.4000,166,9.329582
strong,0.4000,167,9.329582
strong,0.4000,168,9.329582
strong,0.4000,169,9.329582
strong,0.4000,170,9.329582
strong,0.4000,171,9.329582
strong,0.4000,172,9.329582
strong,0.4000,173,9.329582
strong,0.4000,174,9.329582
strong,0.4000,175,9.329582
strong,0.4000,176,9.329582
strong,0.4000,177,9.329582
strong,0.4000,178,9.329582
strong,0.4000,179,9.329582
strong,0.4000,180,9.329582
strong,0.4000,181,9.329582
strong,0.4000,182,9.329582
strong,0.4000,183,9.329582
strong,0.4000,184,9.329582
strong,0.4000,185,9.329582
strong,0.4000,186,9.329582
strong,0.4000,187,9.329582
strong,0.4000,188,9.329582
strong,0.4000,189,9.329582
strong,0.4000,190,9.329582
strong,0.4000,191,9.329582
strong,0.4000,192,9.329582
strong,0.4000,193,9.329582
strong,0.4000,194,9.329582
strong,0.4000,195,9.329582
strong,0.4000,196,9.329582
strong,0.4000,197,9.329582
strong,0.4000,198,9.329582
strong,0.4000,199,9.329582
strong,0.4000,200,9.329582
strong,0.6000,0,0.000000
strong,0.6000,1,0.727430
strong,0.6000,2,1.470402
strong,0.6000,3,2.223924
strong,0.6000,4,2.986834
strong,0.6000,5,3.747810
strong,0.6000,6,4.507341
strong,0.6000,7,5.238519
strong,0.6000,8,5.963602
strong,0.6000,9,6.697288
strong,0.6000,10,7.429313
strong,0.6000,11,8.168075
strong,0.6000,12,8.886789
strong,0.6000,13,9.516998
strong,0.6000,14,9.962512
strong,0.6000,15,10.122347
strong,0.6000,16,10.144609
strong,0.6000,17,10.148484
strong,0.6000,18,10.149129
strong,0.6000,19,10.149129
strong,0.6000,20,10.149129
strong,0.6000,21,10.149129
strong,0.6000,22,10.149129
strong,0.6000,23,10.149129
strong,0.6000,24,10.149129
strong,0.6000,25,10.149129
strong,0.6000,26,10.149129
strong,0.6000,27,10.149129
strong,0.6000,28,10.149129
strong,0.6000,29,10.149129
strong,0.6000,30,10.149129
strong,0.6000,31,10.149129
strong,0.6000,32,10.149129
strong,0.6000,33,10.149129
strong,0.6000,34,10.149129
strong,0.6000,35,10.149129
strong,0.6000,36,10.149129
strong,0.6000,37,10.149129
strong,0.6000,38,10.149129
strong,0.6000,39,10.149129
strong,0.6000,40,10.149129
strong,0.6000,41,10.149129
strong,0.6000,42,10.149129
strong,0.6000,43,10.149129
strong,0.6000,44,10.149129
strong,0.6000,45,10.149129
strong,0.6000,46,10.149129
strong,0.6000,47,10.149129
strong,0.6000,48,10.149129
