model,lambda_ss,time,mean_new_infections,mean_active_infected,mean_cumulative_infected
strong,0.2000,151,0.000000,0.000000,247.600000
strong,0.2000,152,0.000000,0.000000,247.600000
strong,0.2000,153,0.000000,0.000000,247.600000
strong,0.2000,154,0.000000,0.000000,247.600000
strong,0.2000,155,0.000000,0.000000,247.600000
strong,0.2000,156,0.000000,0.000000,247.600000
strong,0.2000,157,0.000000,0.000000,247.600000
strong,0.2000,158,0.000000,0.000000,247.600000
strong,0.2000,159,0.000000,0.000000,247.600000
strong,0.2000,160,0.000000,0.000000,247.600000
strong,0.2000,161,0.000000,0.000000,247.600000
strong,0.2000,162,0.000000,0.000000,247.600000
strong,0.2000,163,0.000000,0.000000,247.600000
strong,0.2000,164,0.000000,0.000000,247.600000
strong,0.2000,165,0.000000,0.000000,247.600000
strong,0.2000,166,0.000000,0.000000,247.600000
strong,0.2000,167,0.000000,0.000000,247.600000
strong,0.2000,168,0.000000,0.000000,247.600000
strong,0.2000,169,0.000000,0.000000,247.600000
strong,0.2000,170,0.000000,0.000000,247.600000
strong,0.2000,171,0.000000,0.000000,247.600000
strong,0.2000,172,0.000000,0.000000,247.600000
strong,0.2000,173,0.000000,0.000000,247.600000
strong,0.2000,174,0.000000,0.000000,247.600000
strong,0.2000,175,0.000000,0.000000,247.600000
strong,0.2000,176,0.000000,0.000000,247.600000
strong,0.2000,177,0.000000,0.000000,247.600000
strong,0.2000,178,0.000000,0.000000,247.600000
strong,0.2000,179,0.000000,0.000000,247.600000
strong,0.2000,180,0.000000,0.000000,247.600000
strong,0.2000,181,0.000000,0.000000,247.600000
strong,0.2000,182,0.000000,0.000000,247.600000
strong,0.2000,183,0.000000,0.000000,247.600000
strong,0.2000,184,0.000000,0.000000,247.600000
strong,0.2000,185,0.000000,0.000000,247.600000
strong,0.2000,186,0.000000,0.000000,247.600000
strong,0.2000,187,0.000000,0.000000,247.600000
strong,0.2000,188,0.000000,0.000000,247.600000
strong,0.2000,189,0.000000,0.000000,247.600000
strong,0.2000,190,0.000000,0.000000,247.600000
strong,0.2000,191,0.000000,0.000000,247.600000
strong,0.2000,192,0.000000,0.000000,247.600000
strong,0.2000,193,0.000000,0.000000,247.600000
strong,0.2000,194,0.000000,0.000000,247.600000
strong,0.2000,195,0.000000,0.000000,247.600000
strong,0.2000,196,0.000000,0.000000,247.600000
strong,0.2000,197,0.000000,0.000000,247.600000
strong,0.2000,198,0.000000,0.000000,247.600000
strong,0.2000,199,0.000000,0.000000,247.600000
strong,0.2000,200,0.000000,0.000000,247.600000
