experiment,model,lambda_ss,N,density,L,seed,total_infected,attack_rate,duration,peak_new_infections,peak_active_infected,propagation_speed,mean_secondary_infections,max_secondary_infections,percolated
sensitivity_N_lambda,strong,0.0000,477,4.7700,10.0000,5,4,0.008386,3,2,2,0.047562,0.750000,2,0
sensitivity_N_lambda,strong,0.0000,477,4.7700,10.0000,6,4,0.008386,4,1,1,0.101365,0.750000,1,0
sensitivity_N_lambda,strong,0.0000,477,4.7700,10.0000,7,5,0.010482,4,2,2,0.010027,0.800000,2,0
sensitivity_N_lambda,strong,0.0000,477,4.7700,10.0000,8,186,0.389937,33,14,14,0.144439,0.994624,5,0
sensitivity_N_lambda,strong,0.0000,477,4.7700,10.0000,9,67,0.140461,16,9,9,0.352940,0.985075,4,0
sensitivity_N_lambda,strong,0.0500,477,4.7700,10.0000,0,413,0.865828,33,38,38,0.204632,0.997579,14,1
sensitivity_N_lambda,strong,0.0500,477,4.7700,10.0000,1,194,0.406709,21,26,26,0.243916,0.994845,9,0
sensitivity_N_lambda,strong,0.0500,477,4.7700,10.0000,2,386,0.809224,31,28,28,0.205738,0.997409,11,1
sensitivity_N_lambda,strong,0.0500,477,4.7700,10.0000,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,strong,0.0500,477,4.7700,10.0000,4,242,0.507338,17,27,27,0.347384,0.995868,12,1
sensitivity_N_lambda,strong,0.0500,477,4.7700,10.0000,5,297,0.622642,32,29,29,0.158108,0.996633,19,1
sensitivity_N_lambda,strong,0.0500,477,4.7700,10.0000,6,2,0.004193,2,1,1,0.000000,0.500000,1,0
sensitivity_N_lambda,strong,0.0500,477,4.7700,10.0000,7,187,0.392034,28,22,22,0.198741,0.994652,13,0
sensitivity_N_lambda,strong,0.0500,477,4.7700,10.0000,8,399,0.836478,29,32,32,0.232466,0.997494,11,1
sensitivity_N_lambda,strong,0.0500,477,4.7700,10.0000,9,344,0.721174,32,26,26,0.173561,0.997093,12,1
sensitivity_N_lambda,strong,0.1000,477,4.7700,10.0000,0,457,0.958071,21,45,45,0.269902,0.997812,15,1
sensitivity_N_lambda,strong,0.1000,477,4.7700,10.0000,1,451,0.945493,36,29,29,0.131018,0.997783,17,1
sensitivity_N_lambda,strong,0.1000,477,4.7700,10.0000,2,427,0.895178,31,41,41,0.194438,0.997658,12,1
sensitivity_N_lambda,strong,0.1000,477,4.7700,10.0000,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,strong,0.1000,477,4.7700,10.0000,4,454,0.951782,22,49,49,0.288521,0.997797,14,1
sensitivity_N_lambda,strong,0.1000,477,4.7700,10.0000,5,433,0.907757,28,40,40,0.216380,0.997691,17,1
sensitivity_N_lambda,strong,0.1000,477,4.7700,10.0000,6,418,0.876310,33,44,44,0.161243,0.997608,11,1
sensitivity_N_lambda,strong,0.1000,477,4.7700,10.0000,7,451,0.945493,25,47,47,0.263250,0.997783,13,1
sensitivity_N_lambda,strong,0.1000,477,4.7700,10.0000,8,441,0.924528,23,46,46,0.269421,0.997732,18,1
sensitivity_N_lambda,strong,0.1000,477,4.7700,10.0000,9,453,0.949686,37,48,48,0.123854,0.997792,17,1
sensitivity_N_lambda,strong,0.2000,477,4.7700,10.0000,0,472,0.989518,20,57,57,0.359234,0.997881,13,1
sensitivity_N_lambda,strong,0.2000,477,4.7700,10.0000,1,477,1.000000,15,64,64,0.436385,0.997904,17,1
sensitivity_N_lambda,strong,0.2000,477,4.7700,10.0000,2,466,0.976939,21,52,52,0.240714,0.997854,16,1
sensitivity_N_lambda,strong,0.2000,477,4.7700,10.0000,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,strong,0.2000,477,4.7700,10.0000,4,475,0.995807,18,54,54,0.368040,0.997895,14,1
sensitivity_N_lambda,strong,0.2000,477,4.7700,10.0000,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,strong,0.2000,477,4.7700,10.0000,6,473,0.991614,20,53,53,0.300088,0.997886,12,1
sensitivity_N_lambda,strong,0.2000,477,4.7700,10.0000,7,471,0.987421,19,54,54,0.374711,0.997877,13,1
sensitivity_N_lambda,strong,0.2000,477,4.7700,10.0000,8,467,0.979036,17,53,53,0.366833,0.997859,18,1
sensitivity_N_lambda,strong,0.2000,477,4.7700,10.0000,9,473,0.991614,21,59,59,0.360135,0.997886,14,1
sensitivity_N_lambda,strong,0.4000,477,4.7700,10.0000,0,475,0.995807,12,84,84,0.568103,0.997895,12,1
sensitivity_N_lambda,strong,0.4000,477,4.7700,10.0000,1,477,1.000000,11,98,98,0.643348,0.997904,17,1
sensitivity_N_lambda,strong,0.4000,477,4.7700,10.0000,2,477,1.000000,13,72,72,0.497503,0.997904,14,1
sensitivity_N_lambda,strong,0.4000,477,4.7700,10.0000,3,477,1.000000,11,89,89,0.607357,0.997904,14,1
sensitivity_N_lambda,strong,0.4000,477,4.7700,10.0000,4,477,1.000000,13,82,82,0.542733,0.997904,13,1
sensitivity_N_lambda,strong,0.4000,477,4.7700,10.0000,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,strong,0.4000,477,4.7700,10.0000,6,477,1.000000,14,94,94,0.466160,0.997904,12,1
sensitivity_N_lambda,strong,0.4000,477,4.7700,10.0000,7,477,1.000000,13,83,83,0.545715,0.997904,12,1
sensitivity_N_lambda,strong,0.4000,477,4.7700,10.0000,8,477,1.000000,14,82,82,0.492749,0.997904,18,1
sensitivity_N_lambda,strong,0.4000,477,4.7700,10.0000,9,477,1.000000,13,85,85,0.564990,0.997904,14,1
sensitivity_N_lambda,strong,0.0000,650,4.7700,11.6734,0,109,0.167692,16,16,16,0.291745,0.990826,4,0
sensitivity_N_lambda,strong,0.0000,650,4.7700,11.6734,1,99,0.152308,13,14,14,0.313993,0.989899,5,0
sensitivity_N_lambda,strong,0.0000,650,4.7700,11.6734,2,18,0.027692,7,4,4,0.131944,0.944444,2,0
sensitivity_N_lambda,strong,0.0000,650,4.7700,11.6734,3,15,0.023077,8,4,4,0.245969,0.933333,3,0
sensitivity_N_lambda,strong,0.0000,650,4.7700,11.6734,4,67,0.103077,23,7,7,0.235513,0.985075,6,0
sensitivity_N_lambda,strong,0.0000,650,4.7700,11.6734,5,2,0.003077,2,1,1,0.000000,0.500000,1,0
sensitivity_N_lambda,strong,0.0000,650,4.7700,11.6734,6,85,0.130769,25,7,7,0.149444,0.988235,4,0
sensitivity_N_lambda,strong,0.0000,650,4.7700,11.6734,7,110,0.169231,18,11,11,0.333643,0.990909,4,0
sensitivity_N_lambda,strong,0.0000,650,4.7700,11.6734,8,228,0.350769,48,15,15,0.134003,0.995614,5,0
sensitivity_N_lambda,strong,0.0000,650,4.7700,11.6734,9,299,0.460000,45,19,19,0.106737,0.996656,6,0
sensitivity_N_lambda,strong,0.0500,650,4.7700,11.6734,0,1,0.001538,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,strong,0.0500,650,4.7700,11.6734,1,98,0.150769,19,14,14,0.193648,0.989796,6,0
sensitivity_N_lambda,strong,0.0500,650,4.7700,11.6734,2,412,0.633846,33,32,32,0.228181,0.997573,11,1
sensitivity_N_lambda,strong,0.0500,650,4.7700,11.6734,3,463,0.712308,34,32,32,0.222528,0.997840,15,1
sensitivity_N_lambda,strong,0.0500,650,4.7700,11.6734,4,17,0.026154,6,7,7,0.233508,0.941176,5,0
sensitivity_N_lambda,strong,0.0500,650,4.7700,11.6734,5,1,0.001538,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,strong,0.0500,650,4.7700,11.6734,6,360,0.553846,32,34,34,0.220415,0.997222,10,1
sensitivity_N_lambda,strong,0.0500,650,4.7700,11.6734,7,435,0.669231,47,25,25,0.152417,0.997701,12,1
sensitivity_N_lambda,strong,0.0500,650,4.7700,11.6734,8,512,0.787692,51,33,33,0.097098,0.998047,14,1
sensitivity_N_lambda,strong,0.0500,650,4.7700,11.6734,9,4,0.006154,4,1,1,0.087681,0.750000,1,0
sensitivity_N_lambda,strong,0.1000,650,4.7700,11.6734,0,626,0.963077,28,44,44,0.281639,0.998403,15,1
sensitivity_N_lambda,strong,0.1000,650,4.7700,11.6734,1,610,0.938462,22,72,72,0.335477,0.998361,22,1
sensitivity_N_lambda,strong,0.1000,650,4.7700,11.6734,2,3,0.004615,2,2,2,0.000000,0.666667,2,0
sensitivity_N_lambda,strong,0.1000,650,4.7700,11.6734,3,1,0.001538,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,strong,0.1000,650,4.7700,11.6734,4,572,0.880000,33,36,36,0.222915,0.998252,15,1
sensitivity_N_lambda,strong,0.1000,650,4.7700,11.6734,5,560,0.861538,37,35,35,0.183763,0.998214,18,1
sensitivity_N_lambda,strong,0.1000,650,4.7700,11.6734,6,631,0.970769,34,46,46,0.205244,0.998415,16,1
sensitivity_N_lambda,strong,0.1000,650,4.7700,11.6734,7,591,0.909231,57,32,32,0.103339,0.998308,16,1
sensitivity_N_lambda,strong,0.1000,650,4.7700,11.6734,8,563,0.866154,29,51,51,0.294660,0.998224,15,1
sensitivity_N_lambda,strong,0.1000,650,4.7700,11.6734,9,598,0.920000,27,66,66,0.299824,0.998328,14,1
sensitivity_N_lambda,strong,0.2000,650,4.7700,11.6734,0,641,0.986154,26,58,58,0.311286,0.998440,18,1
sensitivity_N_lambda,strong,0.2000,650,4.7700,11.6734,1,641,0.986154,20,63,63,0.372154,0.998440,22,1
sensitivity_N_lambda,strong,0.2000,650,4.7700,11.6734,2,641,0.986154,27,71,71,0.290732,0.998440,15,1
sensitivity_N_lambda,strong,0.2000,650,4.7700,11.6734,3,627,0.964615,20,90,90,0.437877,0.998405,20,1
sensitivity_N_lambda,strong,0.2000,650,4.7700,11.6734,4,645,0.992308,27,63,63,0.301038,0.998450,14,1
sensitivity_N_lambda,strong,0.2000,650,4.7700,11.6734,5,645,0.992308,25,76,76,0.335685,0.998450,17,1
sensitivity_N_lambda,strong,0.2000,650,4.7700,11.6734,6,1,0.001538,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,strong,0.2000,650,4.7700,11.6734,7,640,0.984615,28,59,59,0.252456,0.998437,17,1
sensitivity_N_lambda,strong,0.2000,650,4.7700,11.6734,8,2,0.003077,2,1,1,0.000000,0.500000,1,0
sensitivity_N_lambda,strong,0.2000,650,4.7700,11.6734,9,643,0.989231,21,81,81,0.418911,0.998445,16,1
sensitivity_N_lambda,strong,0.4000,650,4.7700,11.6734,0,650,1.000000,17,106,106,0.512345,0.998462,13,1
sensitivity_N_lambda,strong,0.4000,650,4.7700,11.6734,1,650,1.000000,15,99,99,0.565218,0.998462,22,1
sensitivity_N_lambda,strong,0.4000,650,4.7700,11.6734,2,650,1.000000,13,113,113,0.601721,0.998462,16,1
sensitivity_N_lambda,strong,0.4000,650,4.7700,11.6734,3,650,1.000000,14,99,99,0.593307,0.998462,12,1
sensitivity_N_lambda,strong,0.4000,650,4.7700,11.6734,4,1,0.001538,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,strong,0.4000,650,4.7700,11.6734,5,3,0.004615,3,1,1,0.000000,0.666667,1,0
sensitivity_N_lambda,strong,0.4000,650,4.7700,11.6734,6,650,1.000000,14,103,103,0.582277,0.998462,11,1
sensitivity_N_lambda,strong,0.4000,650,4.7700,11.6734,7,650,1.000000,14,113,113,0.590023,0.998462,17,1
sensitivity_N_lambda,strong,0.4000,650,4.7700,11.6734,8,650,1.000000,14,81,81,0.585172,0.998462,20,1
sensitivity_N_lambda,strong,0.4000,650,4.7700,11.6734,9,650,1.000000,13,94,94,0.617033,0.998462,12,1
sensitivity_density_lambda,strong,0.0500,477,3.5000,11.6741,0,3,0.006289,2,2,2,0.000000,0.666667,2,0
sensitivity_density_lambda,strong,0.0500,477,3.5000,11.6741,1,98,0.205451,14,16,16,0.367167,0.989796,9,0
sensitivity_density_lambda,strong,0.0500,477,3.5000,11.6741,2,28,0.058700,10,7,7,0.213344,0.964286,3,0
sensitivity_density_lambda,strong,0.0500,477,3.5000,11.6741,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,strong,0.0500,477,3.5000,11.6741,4,29,0.060797,5,10,10,0.266722,0.965517,8,0
sensitivity_density_lambda,strong,0.0500,477,3.5000,11.6741,5,3,0.006289,2,2,2,0.000000,0.666667,2,0
sensitivity_density_lambda,strong,0.0500,477,3.5000,11.6741,6,2,0.004193,2,1,1,0.000000,0.500000,1,0
sensitivity_density_lambda,strong,0.0500,477,3.5000,11.6741,7,2,0.004193,2,1,1,0.000000,0.500000,1,0
sensitivity_density_lambda,strong,0.0500,477,3.5000,11.6741,8,52,0.109015,12,8,8,0.227158,0.980769,4,0
sensitivity_density_lambda,strong,0.0500,477,3.5000,11.6741,9,3,0.006289,3,1,1,0.036080,0.666667,1,0
sensitivity_density_lambda,strong,0.2000,477,3.5000,11.6741,0,444,0.930818,33,42,42,0.222747,0.997748,11,1
sensitivity_density_lambda,strong,0.2000,477,3.5000,11.6741,1,426,0.893082,30,34,34,0.226678,0.997653,12,1
sensitivity_density_lambda,strong,0.2000,477,3.5000,11.6741,2,402,0.842767,43,29,29,0.130641,0.997512,11,1
sensitivity_density_lambda,strong,0.2000,477,3.5000,11.6741,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,strong,0.2000,477,3.5000,11.6741,4,404,0.846960,35,32,32,0.193162,0.997525,13,1
sensitivity_density_lambda,strong,0.2000,477,3.5000,11.6741,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,strong,0.2000,477,3.5000,11.6741,6,158,0.331237,26,25,25,0.299070,0.993671,12,0
sensitivity_density_lambda,strong,0.2000,477,3.5000,11.6741,7,386,0.809224,28,34,34,0.220204,0.997409,12,1
sensitivity_density_lambda,strong,0.2000,477,3.5000,11.6741,8,165,0.345912,22,18,18,0.235776,0.993939,15,0
sensitivity_density_lambda,strong,0.2000,477,3.5000,11.6741,9,2,0.004193,2,1,1,0.000000,0.500000,1,0
sensitivity_density_lambda,strong,0.4000,477,3.5000,11.6741,0,475,0.995807,24,67,67,0.323927,0.997895,11,1
sensitivity_density_lambda,strong,0.4000,477,3.5000,11.6741,1,477,1.000000,19,48,48,0.385689,0.997904,12,1
sensitivity_density_lambda,strong,0.4000,477,3.5000,11.6741,2,445,0.932914,18,52,52,0.409890,0.997753,11,1
sensitivity_density_lambda,strong,0.4000,477,3.5000,11.6741,3,477,1.000000,15,76,76,0.533901,0.997904,10,1
sensitivity_density_lambda,strong,0.4000,477,3.5000,11.6741,4,474,0.993711,19,54,54,0.411823,0.997890,10,1
sensitivity_density_lambda,strong,0.4000,477,3.5000,11.6741,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,strong,0.4000,477,3.5000,11.6741,6,470,0.985325,19,52,52,0.391813,0.997872,11,1
sensitivity_density_lambda,strong,0.4000,477,3.5000,11.6741,7,471,0.987421,17,59,59,0.541130,0.997877,11,1
sensitivity_density_lambda,strong,0.4000,477,3.5000,11.6741,8,476,0.997904,21,57,57,0.373874,0.997899,15,1
sensitivity_density_lambda,strong,0.4000,477,3.5000,11.6741,9,465,0.974843,18,61,61,0.460971,0.997849,13,1
sensitivity_density_lambda,strong,0.0500,477,4.7700,10.0000,0,413,0.865828,33,38,38,0.204632,0.997579,14,1
sensitivity_density_lambda,strong,0.0500,477,4.7700,10.0000,1,194,0.406709,21,26,26,0.243916,0.994845,9,0
sensitivity_density_lambda,strong,0.0500,477,4.7700,10.0000,2,386,0.809224,31,28,28,0.205738,0.997409,11,1
sensitivity_density_lambda,strong,0.0500,477,4.7700,10.0000,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,strong,0.0500,477,4.7700,10.0000,4,242,0.507338,17,27,27,0.347384,0.995868,12,1
sensitivity_density_lambda,strong,0.0500,477,4.7700,10.0000,5,297,0.622642,32,29,29,0.158108,0.996633,19,1
sensitivity_density_lambda,strong,0.0500,477,4.7700,10.0000,6,2,0.004193,2,1,1,0.000000,0.500000,1,0
sensitivity_density_lambda,strong,0.0500,477,4.7700,10.0000,7,187,0.392034,28,22,22,0.198741,0.994652,13,0
sensitivity_density_lambda,strong,0.0500,477,4.7700,10.0000,8,399,0.836478,29,32,32,0.232466,0.997494,11,1
sensitivity_density_lambda,strong,0.0500,477,4.7700,10.0000,9,344,0.721174,32,26,26,0.173561,0.997093,12,1
sensitivity_density_lambda,strong,0.2000,477,4.7700,10.0000,0,472,0.989518,20,57,57,0.359234,0.997881,13,1
sensitivity_density_lambda,strong,0.2000,477,4.7700,10.0000,1,477,1.000000,15,64,64,0.436385,0.997904,17,1
sensitivity_density_lambda,strong,0.2000,477,4.7700,10.0000,2,466,0.976939,21,52,52,0.240714,0.997854,16,1
sensitivity_density_lambda,strong,0.2000,477,4.7700,10.0000,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,strong,0.2000,477,4.7700,10.0000,4,475,0.995807,18,54,54,0.368040,0.997895,14,1
sensitivity_density_lambda,strong,0.2000,477,4.7700,10.0000,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,strong,0.2000,477,4.7700,10.0000,6,473,0.991614,20,53,53,0.300088,0.997886,12,1
sensitivity_density_lambda,strong,0.2000,477,4.7700,10.0000,7,471,0.987421,19,54,54,0.374711,0.997877,13,1
sensitivity_density_lambda,strong,0.2000,477,4.7700,10.0000,8,467,0.979036,17,53,53,0.366833,0.997859,18,1
sensitivity_density_lambda,strong,0.2000,477,4.7700,10.0000,9,473,0.991614,21,59,59,0.360135,0.997886,14,1
sensitivity_density_lambda,strong,0.4000,477,4.7700,10.0000,0,475,0.995807,12,84,84,0.568103,0.997895,12,1
sensitivity_density_lambda,strong,0.4000,477,4.7700,10.0000,1,477,1.000000,11,98,98,0.643348,0.997904,17,1
sensitivity_density_lambda,strong,0.4000,477,4.7700,10.0000,2,477,1.000000,13,72,72,0.497503,0.997904,14,1
sensitivity_density_lambda,strong,0.4000,477,4.7700,10.0000,3,477,1.000000,11,89,89,0.607357,0.997904,14,1
sensitivity_density_lambda,strong,0.4000,477,4.7700,10.0000,4,477,1.000000,13,82,82,0.542733,0.997904,13,1
sensitivity_density_lambda,strong,0.4000,477,4.7700,10.0000,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,strong,0.4000,477,4.7700,10.0000,6,477,1.000000,14,94,94,0.466160,0.997904,12,1
sensitivity_density_lambda,strong,0.4000,477,4.7700,10.0000,7,477,1.000000,13,83,83,0.545715,0.997904,12,1
sensitivity_density_lambda,strong,0.4000,477,4.7700,10.0000,8,477,1.000000,14,82,82,0.492749,0.997904,18,1
sensitivity_density_lambda,strong,0.4000,477,4.7700,10.0000,9,477,1.000000,13,85,85,0.564990,0.997904,14,1
sensitivity_density_lambda,strong,0.0500,477,6.0000,8.9163,0,459,0.962264,25,60,60,0.229658,0.997821,20,1
sensitivity_density_lambda,strong,0.0500,477,6.0000,8.9163,1,454,0.951782,26,50,50,0.231685,0.997797,13,1
sensitivity_density_lambda,strong,0.0500,477,6.0000,8.9163,2,72,0.150943,20,8,8,0.189947,0.986111,6,0
sensitivity_density_lambda,strong,0.0500,477,6.0000,8.9163,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,strong,0.0500,477,6.0000,8.9163,4,472,0.989518,25,68,68,0.180702,0.997881,19,1
sensitivity_density_lambda,strong,0.0500,477,6.0000,8.9163,5,452,0.947589,33,31,31,0.160286,0.997788,19,1
sensitivity_density_lambda,strong,0.0500,477,6.0000,8.9163,6,5,0.010482,4,2,2,0.334156,0.800000,2,0
sensitivity_density_lambda,strong,0.0500,477,6.0000,8.9163,7,456,0.955975,19,56,56,0.298619,0.997807,13,1
sensitivity_density_lambda,strong,0.0500,477,6.0000,8.9163,8,458,0.960168,21,52,52,0.275825,0.997817,12,1
sensitivity_density_lambda,strong,0.0500,477,6.0000,8.9163,9,467,0.979036,23,53,53,0.248879,0.997859,16,1
sensitivity_density_lambda,strong,0.2000,477,6.0000,8.9163,0,473,0.991614,15,80,80,0.457590,0.997886,16,1
sensitivity_density_lambda,strong,0.2000,477,6.0000,8.9163,1,477,1.000000,12,97,97,0.496902,0.997904,20,1
sensitivity_density_lambda,strong,0.2000,477,6.0000,8.9163,2,472,0.989518,13,78,78,0.403115,0.997881,16,1
sensitivity_density_lambda,strong,0.2000,477,6.0000,8.9163,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,strong,0.2000,477,6.0000,8.9163,4,477,1.000000,14,85,85,0.413182,0.997904,19,1
sensitivity_density_lambda,strong,0.2000,477,6.0000,8.9163,5,477,1.000000,14,73,73,0.424059,0.997904,17,1
sensitivity_density_lambda,strong,0.2000,477,6.0000,8.9163,6,477,1.000000,12,113,113,0.495371,0.997904,18,1
sensitivity_density_lambda,strong,0.2000,477,6.0000,8.9163,7,473,0.991614,15,85,85,0.423281,0.997886,14,1
sensitivity_density_lambda,strong,0.2000,477,6.0000,8.9163,8,477,1.000000,13,64,64,0.447938,0.997904,20,1
sensitivity_density_lambda,strong,0.2000,477,6.0000,8.9163,9,476,0.997904,18,76,76,0.342366,0.997899,19,1
sensitivity_density_lambda,strong,0.4000,477,6.0000,8.9163,0,477,1.000000,11,107,107,0.563085,0.997904,17,1
sensitivity_density_lambda,strong,0.4000,477,6.0000,8.9163,1,477,1.000000,10,110,110,0.619770,0.997904,20,1
sensitivity_density_lambda,strong,0.4000,477,6.0000,8.9163,2,477,1.000000,11,97,97,0.519958,0.997904,16,1
sensitivity_density_lambda,strong,0.4000,477,6.0000,8.9163,3,477,1.000000,10,119,119,0.593998,0.997904,19,1
sensitivity_density_lambda,strong,0.4000,477,6.0000,8.9163,4,477,1.000000,10,108,108,0.607265,0.997904,19,1
sensitivity_density_lambda,strong,0.4000,477,6.0000,8.9163,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,strong,0.4000,477,6.0000,8.9163,6,477,1.000000,10,109,109,0.591760,0.997904,15,1
sensitivity_density_lambda,strong,0.4000,477,6.0000,8.9163,7,477,1.000000,12,95,95,0.544893,0.997904,19,1
sensitivity_density_lambda,strong,0.4000,477,6.0000,8.9163,8,477,1.000000,10,102,102,0.632234,0.997904,20,1
sensitivity_density_lambda,strong,0.4000,477,6.0000,8.9163,9,477,1.000000,11,103,103,0.582196,0.997904,17,1
sensitivity_N_lambda,hub,0.0000,300,4.7700,7.9305,0,236,0.786667,40,12,12,0.117485,0.995763,4,1
sensitivity_N_lambda,hub,0.0000,300,4.7700,7.9305,1,51,0.170000,13,8,8,0.184636,0.980392,5,0
sensitivity_N_lambda,hub,0.0000,300,4.7700,7.9305,2,194,0.646667,27,16,16,0.137275,0.994845,5,1
sensitivity_N_lambda,hub,0.0000,300,4.7700,7.9305,3,78,0.260000,20,14,14,0.194643,0.987179,4,0
sensitivity_N_lambda,hub,0.0000,300,4.7700,7.9305,4,124,0.413333,22,9,9,0.205184,0.991935,5,0
sensitivity_N_lambda,hub,0.0000,300,4.7700,7.9305,5,200,0.666667,28,12,12,0.172718,0.995000,6,1
sensitivity_N_lambda,hub,0.0000,300,4.7700,7.9305,6,75,0.250000,15,11,11,0.266626,0.986667,4,0
sensitivity_N_lambda,hub,0.0000,300,4.7700,7.9305,7,153,0.510000,38,10,10,0.106947,0.993464,5,1
sensitivity_N_lambda,hub,0.0000,300,4.7700,7.9305,8,13,0.043333,6,5,5,0.242915,0.923077,5,0
sensitivity_N_lambda,hub,0.0000,300,4.7700,7.9305,9,81,0.270000,10,17,17,0.275503,0.987654,6,0
sensitivity_N_lambda,hub,0.0500,300,4.7700,7.9305,0,269,0.896667,14,41,41,0.364166,0.996283,15,1
sensitivity_N_lambda,hub,0.0500,300,4.7700,7.9305,1,277,0.923333,25,46,46,0.186020,0.996390,12,1
sensitivity_N_lambda,hub,0.0500,300,4.7700,7.9305,2,8,0.026667,4,3,3,0.000000,0.875000,3,0
sensitivity_N_lambda,hub,0.0500,300,4.7700,7.9305,3,1,0.003333,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,hub,0.0500,300,4.7700,7.9305,4,237,0.790000,19,37,37,0.330774,0.995781,16,1
sensitivity_N_lambda,hub,0.0500,300,4.7700,7.9305,5,36,0.120000,11,7,7,0.190539,0.972222,7,0
sensitivity_N_lambda,hub,0.0500,300,4.7700,7.9305,6,265,0.883333,28,22,22,0.160948,0.996226,15,1
sensitivity_N_lambda,hub,0.0500,300,4.7700,7.9305,7,281,0.936667,32,32,32,0.146102,0.996441,13,1
sensitivity_N_lambda,hub,0.0500,300,4.7700,7.9305,8,273,0.910000,27,31,31,0.179598,0.996337,13,1
sensitivity_N_lambda,hub,0.0500,300,4.7700,7.9305,9,8,0.026667,5,3,3,0.233823,0.875000,3,0
sensitivity_N_lambda,hub,0.1000,300,4.7700,7.9305,0,288,0.960000,18,56,56,0.347259,0.996528,14,1
sensitivity_N_lambda,hub,0.1000,300,4.7700,7.9305,1,289,0.963333,20,53,53,0.255999,0.996540,13,1
sensitivity_N_lambda,hub,0.1000,300,4.7700,7.9305,2,292,0.973333,19,40,40,0.213972,0.996575,13,1
sensitivity_N_lambda,hub,0.1000,300,4.7700,7.9305,3,290,0.966667,13,68,68,0.413766,0.996552,13,1
sensitivity_N_lambda,hub,0.1000,300,4.7700,7.9305,4,292,0.973333,17,38,38,0.251666,0.996575,14,1
sensitivity_N_lambda,hub,0.1000,300,4.7700,7.9305,5,294,0.980000,13,57,57,0.399890,0.996599,13,1
sensitivity_N_lambda,hub,0.1000,300,4.7700,7.9305,6,295,0.983333,13,73,73,0.407021,0.996610,14,1
sensitivity_N_lambda,hub,0.1000,300,4.7700,7.9305,7,289,0.963333,13,62,62,0.320398,0.996540,11,1
sensitivity_N_lambda,hub,0.1000,300,4.7700,7.9305,8,293,0.976667,15,47,47,0.366734,0.996587,13,1
sensitivity_N_lambda,hub,0.1000,300,4.7700,7.9305,9,290,0.966667,17,61,61,0.276827,0.996552,16,1
sensitivity_N_lambda,hub,0.2000,300,4.7700,7.9305,0,294,0.980000,9,70,70,0.569842,0.996599,13,1
sensitivity_N_lambda,hub,0.2000,300,4.7700,7.9305,1,298,0.993333,10,88,88,0.582252,0.996644,17,1
sensitivity_N_lambda,hub,0.2000,300,4.7700,7.9305,2,299,0.996667,12,85,85,0.452344,0.996656,11,1
sensitivity_N_lambda,hub,0.2000,300,4.7700,7.9305,3,299,0.996667,9,77,77,0.382695,0.996656,19,1
sensitivity_N_lambda,hub,0.2000,300,4.7700,7.9305,4,298,0.993333,12,79,79,0.538428,0.996644,13,1
sensitivity_N_lambda,hub,0.2000,300,4.7700,7.9305,5,297,0.990000,9,80,80,0.567932,0.996633,16,1
sensitivity_N_lambda,hub,0.2000,300,4.7700,7.9305,6,3,0.010000,2,2,2,0.000000,0.666667,2,0
sensitivity_N_lambda,hub,0.2000,300,4.7700,7.9305,7,296,0.986667,11,57,57,0.327545,0.996622,16,1
sensitivity_N_lambda,hub,0.2000,300,4.7700,7.9305,8,299,0.996667,10,85,85,0.508383,0.996656,22,1
sensitivity_N_lambda,hub,0.2000,300,4.7700,7.9305,9,297,0.990000,10,77,77,0.503944,0.996633,16,1
sensitivity_N_lambda,hub,0.4000,300,4.7700,7.9305,0,300,1.000000,9,100,100,0.715767,0.996667,16,1
sensitivity_N_lambda,hub,0.4000,300,4.7700,7.9305,1,299,0.996667,7,103,103,0.585117,0.996656,18,1
sensitivity_N_lambda,hub,0.4000,300,4.7700,7.9305,2,300,1.000000,8,109,109,0.766752,0.996667,18,1
